-2.2703292,-2.7148438,-4.789797,-4.166926,-2.175143,-5.395212,-3.2971547,-3.041823,-4.746419,-2.6282241,-2.5134325,-4.5410604,-3.5244753,-4.7682123,-3.2719014,-4.3838425,-1.4959366,-4.445606,-4.6949306,-0.9904682
-4.889034,-3.703408,-3.4176311,-1.949723,-4.0221386,-4.459573,-1.8075147,-2.4468484,-4.954869,-1.9623843,-4.341859,-4.9809947,-2.6099184,-4.139031,-4.415251,-4.813611,-5.0964756,-4.2588162,-4.7593055,-4.7834826
-2.8276844,-3.1736345,-4.097151,-1.8110708,-4.0187163,-1.6961946,-4.3272324,-4.4595013,-4.566933,-3.0417042,-4.460257,-3.2115169,-2.6101844,-4.8266983,-4.575869,-4.488958,-3.9428625,-3.9620383,-4.8146315,-4.502725
-2.7771044,-2.0990422,-3.7283704,-3.6311922,-3.1973705,-4.023682,-3.7053068,-4.5902777,-4.1864753,-4.6483765,-4.334828,-2.2975202,-4.579449,-5.1776805,-3.5796554,-4.2747164,-3.6348708,-2.7779694,-3.259714,-2.4834092
-4.110323,-1.7537142,-2.2432594,-2.784899,-2.0999951,-3.3982382,-4.626435,-2.8348036,-5.0993915,-5.3895216,-4.757788,-3.869554,-2.0912135,-2.1622658,-4.7884793,-2.972805,-4.7417717,-4.703619,-5.560117,-3.8002772
-2.0753653,-4.1926193,-2.459702,-2.0240748,-3.1948817,-2.9917617,-4.832684,-2.9925396,-5.054039,-4.9965115,-5.372859,-4.472746,-2.5809355,-5.132346,-4.720013,-2.1003938,-4.8315496,-3.3879082,-4.0453587,-0.8796193
-5.7866554,-2.1165507,-4.435778,-3.066659,-2.22507,-4.9410977,-2.0925875,-2.4796047,-3.8531613,-2.850451,-4.0341763,-4.777779,-1.4698967,-4.247188,-4.7999635,-5.005987,-5.281987,-4.9242263,-5.522652,-4.095421
-5.236278,-4.243779,-1.7069741,-3.0015213,-1.7082945,-3.2695396,-3.2257633,-4.661002,-4.41591,-2.8585348,-2.9385748,-2.223078,-4.1510634,-5.212672,-3.8853126,-4.4567366,-4.190108,-3.7456577,-4.9134903,-4.421748
-2.4526742,-4.891552,-4.7803216,-2.6221354,-2.2046785,-5.1053095,-4.2156987,-1.8122151,-2.118058,-5.5439696,-5.5362406,-5.259131,-2.5652099,-4.2978287,-2.7640374,-2.049097,-1.7941726,-2.1264863,-3.49265,-1.7000327
-5.3885474,-3.032753,-4.2620544,-2.25146,-3.9873676,-2.1316323,-4.6117945,-4.5622673,-4.521984,-2.079032,-2.075244,-3.6610694,-3.9203918,-2.2145967,-5.141268,-3.665315,-4.0915785,-4.6983294,-2.4213796,-3.742997
-6.227681,-2.144883,-2.1921778,-2.855395,-2.0323246,-2.4291961,-2.326393,-4.668205,-4.5602026,-5.1066184,-4.0342565,-4.117825,-3.4089105,-4.348161,-4.7791786,-4.731255,-2.7861497,-4.8782096,-5.3203335,-4.722163
-2.8077545,-2.9229083,-4.3873343,-4.3703094,-4.490149,-4.866434,-3.9366693,-4.4072375,-3.9949787,-1.7600197,-3.4736433,-4.7344074,-2.2992105,-1.8681568,-4.0538297,-4.156775,-3.4668725,-4.6338964,-1.4373391,-3.6106875
-2.6414053,-4.2504706,-4.841646,-2.328531,-2.3556771,-4.4278197,-4.329147,-4.4323287,-4.8187604,-4.2753263,-2.3092604,-0.9027097,-3.29623,-2.168333,-2.3498085,-4.53142,-4.1105103,-4.6010375,-1.5612755,-2.8920777
-2.3883884,-4.7274995,-5.146735,-4.309404,-3.8484604,-4.960722,-3.607559,-2.1165385,-1.5995262,-2.0777366,-2.130198,-4.75264,-4.4221334,-4.35595,-2.528876,-3.9914172,-3.1643298,-4.42559,-3.2159834,-4.2383795
-5.908029,-1.9181231,-2.231161,-3.9751346,-4.5693226,-2.7615187,-4.2592273,-2.0194497,-3.9879146,-2.9423227,-4.1394415,-4.7174873,-4.8254,-2.7122483,-4.742802,-4.708377,-4.2092814,-1.5550888,-2.555598,-4.5743365
-5.376169,-3.5075514,-2.2677665,-2.1909084,-2.7149568,-4.7916546,-2.806752,-2.7174337,-2.9896684,-3.5957217,-2.3080826,-4.456126,-4.2711143,-5.0362954,-4.587423,-3.6975574,-3.698059,-2.158164,-4.650006,-4.7245135
-2.994503,-2.2772326,-4.5263906,-4.1310444,-2.9131987,-3.7422318,-3.6898103,-5.305519,-5.2902637,-5.050483,-4.387529,-1.1757509,-4.442761,-1.9770252,-2.017343,-1.943607,-4.239983,-2.106022,-3.1967053,-2.2453475
-6.564611,-2.6177971,-1.7079176,-1.998943,-2.5852296,-2.7114549,-1.9060243,-4.4896674,-3.9529812,-4.1345983,-3.7349243,-3.544439,-4.482241,-5.3737383,-4.581462,-3.755902,-5.333032,-3.986804,-5.382247,-4.309273
-1.7628921,-3.6023335,-4.150627,-4.946507,-3.9159315,-3.2815416,-4.772218,-4.1352754,-1.59024,-3.456954,-1.8279678,-4.4793625,-5.191275,-4.9476643,-4.949467,-0.94250125,-3.6994514,-4.5619473,-3.60754,-1.5987736
-5.3094263,-2.7108274,-4.532941,-3.9792888,-4.1625886,-2.4979439,-2.1289942,-4.857564,-4.911687,-5.2374325,-2.577391,-1.1575636,-2.0953655,-3.2402036,-1.6539887,-5.0996604,-2.9228966,-2.6646044,-4.1228414,-3.7826517
-2.0421796,-4.8412414,-2.7258317,-3.9988964,-3.6789434,-3.2047472,-2.9956448,-2.446665,-4.2029405,-4.7265215,-2.716364,-1.4573677,-3.8821635,-3.1009007,-4.6650386,-4.4146395,-0.757159,-4.4450574,-1.9717674,-3.3921266
-2.0527773,-2.9107327,-4.2777677,-4.0996156,-4.09675,-3.219095,-3.0593581,-4.6767635,-4.34751,-4.9015965,-4.876063,-3.1017447,-3.986632,-3.354073,-4.7698617,-3.588338,-2.794976,-1.9766058,-2.5770643,-3.321309
-5.510485,-4.4241314,-2.859727,-2.4919665,-4.376188,-2.1106584,-4.5984645,-4.1965647,-3.2039113,-1.5973344,-2.2742212,-4.3194923,-3.2811275,-2.3937812,-4.40012,-4.0339346,-3.5452032,-4.4527774,-2.8356338,-4.7370477
-2.4247649,-4.3883357,-5.08278,-4.1318207,-3.4028807,-4.8180566,-2.8236673,-2.2757218,-4.5348983,-3.1747768,-1.2150819,-4.415216,-2.6620104,-4.8988605,-4.1241245,-3.862868,-3.6055992,-3.190194,-4.698918,-4.5001526
-5.4037604,-3.1867874,-3.0147605,-4.213831,-4.58113,-3.890559,-2.3399944,-2.2179677,-1.5038364,-3.9384577,-4.801086,-4.2342153,-2.275027,-4.7313995,-3.7213616,-4.4910583,-1.1806179,-4.6430664,-4.6100807,-4.063372
-5.468193,-2.3141568,-2.5893493,-1.5852671,-2.871953,-3.7583416,-2.8135402,-2.6176715,-5.2456303,-4.6857033,-2.873325,-2.1630793,-4.1248317,-5.311782,-3.1600409,-4.3757124,-3.0798554,-4.7517877,-5.0317373,-4.219464
-3.2872996,-2.2912972,-2.7881954,-3.988588,-4.4163713,-1.6361532,-2.5869942,-3.3005278,-4.2596617,-5.2245193,-4.5111117,-3.7495573,-4.9605484,-3.3512833,-3.2267804,-4.398719,-4.0631375,-4.414927,-4.766675,-4.115396
-5.7688155,-2.8100054,-3.2398303,-4.272359,-4.3756204,-2.0354836,-4.1128464,-2.6900983,-4.4013476,-1.9292287,-2.228146,-2.660417,-4.4410214,-5.201655,-2.4624,-3.8234408,-4.3766084,-4.347039,-3.2267535,-4.639128
-2.4442105,-2.302269,-1.8589809,-3.1299527,-4.6118803,-2.196645,-4.498582,-3.9957697,-2.4567664,-3.3293455,-4.9738564,-4.519716,-2.2742467,-2.0950541,-4.5500956,-0.931609,-5.0737796,-5.711534,-5.597451,-3.1649656
-1.8795929,-3.0341303,-4.578958,-4.494997,-5.0200443,-1.607564,-3.208491,-2.7440252,-3.773574,-4.796341,-4.2007046,-4.416243,-4.377118,-3.307884,-4.8046293,-1.93875,-4.0337753,-2.255572,-2.6442807,-2.2435637
-4.56482,-2.6083627,-4.237265,-4.461165,-2.7329593,-2.4099345,-4.9578624,-4.4548373,-4.542056,-3.0025778,-4.884547,-4.4807167,-3.810637,-1.3724922,-1.9426439,-1.703539,-4.496287,-1.5280105,-4.4426756,-3.269434
-3.4061115,-2.039087,-2.5950222,-2.333575,-3.2295735,-2.311087,-4.6881576,-4.3769865,-2.2638366,-3.4769855,-4.498338,-4.4415526,-1.879076,-4.760752,-2.7948818,-5.1003485,-4.3860264,-1.4705807,-4.8426433,-4.4486847
-2.3168318,-4.1449313,-4.1400676,-2.2762995,-2.4210482,-4.654587,-4.3487573,-2.7080224,-2.5394797,-4.764717,-2.569458,-4.9374876,-4.339866,-2.263751,-5.1153927,-1.4784924,-4.6850667,-1.9307916,-2.7095137,-2.5603828
-5.4618316,-2.1008236,-3.59161,-3.9423609,-2.6268542,-2.1338708,-4.554036,-4.6164026,-4.7180843,-4.7276196,-1.8846105,-4.664389,-1.5176309,-2.4937088,-3.7811475,-4.8359575,-4.6868687,-2.2056706,-4.9027457,-5.113008
-2.692583,-4.9086347,-4.561075,-3.6666389,-2.9564612,-4.9243345,-1.9213798,-1.863957,-1.8778495,-3.002766,-4.8127623,-3.36435,-2.3985634,-2.2689874,-2.7677112,-4.8709316,-4.6469655,-5.068122,-4.2022157,-4.2815666
-2.713962,-2.2915695,-2.2362292,-4.03002,-4.4810452,-2.8950374,-4.4623647,-2.739942,-4.8855524,-5.03264,-4.41011,-3.9342973,-2.1704946,-4.1387753,-4.597737,-4.654516,-0.8418419,-2.957405,-4.8023686,-4.1759396
-2.604523,-4.8791037,-3.4680312,-4.5740423,-3.9296536,-4.7344356,-2.5909662,-4.2855573,-1.3941352,-2.3815885,-2.627749,-4.519874,-3.1974905,-4.7136407,-5.115617,-1.3134848,-4.455569,-4.285608,-3.383023,-1.3759764
